keys,dotall,ignorecase,values
BANKRUPTCY APPELLATE,TRUE,TRUE,999
FIRST CIRCUIT,TRUE,TRUE,1
SECOND CIRCUIT,TRUE,TRUE,2
THIRD CIRCUIT,TRUE,TRUE,3
FOURTH CIRCUIT,TRUE,TRUE,4
FIFTH CIRCUIT,TRUE,TRUE,5
SIXTH CIRCUIT,TRUE,TRUE,6
SEVENTH CIRCUIT,TRUE,TRUE,7
EIGHTH CIRCUIT,TRUE,TRUE,8
NINTH CIRCUIT,TRUE,TRUE,9
TENTH CIRCUIT,TRUE,TRUE,10
ELEVENTH CIRCUIT,TRUE,TRUE,11
DISTRICT OF COLUMBIA,TRUE,TRUE,12
D\.C\.,TRUE,TRUE,12
FEDERAL CIRCUIT,TRUE,TRUE,13
TEMPORARY EMERGENCY,TRUE,TRUE,998
